-1118	1.27553239271999	Cl1
-1117	1.27696343296042	Cl1
-1116	1.27829211888462	Cl1
-1115	1.27953030556019	Cl1
-1114	1.28067189848055	Cl1
-1113	1.28170721322425	Cl1
-1112	1.28264434797129	Cl1
-1111	1.28348705960928	Cl1
-1110	1.28422232426115	Cl1
-1109	1.28485247954583	Cl1
-1108	1.28537477041242	Cl1
-1107	1.28579403907163	Cl1
-1106	1.28609617632326	Cl1
-1105	1.28628560694607	Cl1
-1104	1.28636926031057	Cl1
-1103	1.28634187677408	Cl1
-1102	1.28618767740858	Cl1
-1101	1.28592085490065	Cl1
-1100	1.28554074135917	Cl1
-1099	1.28503473033896	Cl1
-1098	1.28440532643179	Cl1
-1097	1.28365027550509	Cl1
-1096	1.28277775922525	Cl1
-1095	1.28176982801803	Cl1
-1094	1.28063641676407	Cl1
-1093	1.27937126398397	Cl1
-1092	1.27792719986642	Cl1
-1091	1.27632693270997	Cl1
-1090	1.27456912673235	Cl1
-1089	1.27265019201869	Cl1
-1088	1.27060652863583	Cl1
-1087	1.26843671731508	Cl1
-1086	1.26615762230756	Cl1
-1085	1.26371764902321	Cl1
-1084	1.26115595257973	Cl1
-1083	1.2584797962932	Cl1
-1082	1.25567139756221	Cl1
-1081	1.25270479211889	Cl1
-1080	1.24964451494406	Cl1
-1079	1.24643496410085	Cl1
-1078	1.24305568542328	Cl1
-1077	1.2395342294206	Cl1
-1076	1.23587418600769	Cl1
-1075	1.23204366338286	Cl1
-1074	1.22809241943564	Cl1
-1073	1.22400058440474	Cl1
-1072	1.21972349307063	Cl1
-1071	1.21545074302888	Cl1
-1070	1.21108256804141	Cl1
-1069	1.20660101853398	Cl1
-1068	1.20207163132409	Cl1
-1067	1.19741317415262	Cl1
-1066	1.19270136917683	Cl1
-1065	1.18791643012189	Cl1
-1064	1.18307513775255	Cl1
-1063	1.17818600768075	Cl1
-1062	1.17323559859743	Cl1
-1061	1.16817548839539	Cl1
-1060	1.16301911838371	Cl1
-1059	1.15777583903823	Cl1
-1058	1.15247303389547	Cl1
-1057	1.14710118550676	Cl1
-1056	1.14168383703457	Cl1
-1055	1.13621664718651	Cl1
-1054	1.13074177659042	Cl1
-1053	1.12524019034897	Cl1
-1052	1.11972474536651	Cl1
-1051	1.11421414259476	Cl1
-1050	1.10871005176157	Cl1
-1049	1.10318776089497	Cl1
-1048	1.09767465353147	Cl1
-1047	1.09217156453498	Cl1
-1046	1.08664226081149	Cl1
-1045	1.08115862414426	Cl1
-1044	1.07560694606779	Cl1
-1043	1.07010878276841	Cl1
-1042	1.06464877275004	Cl1
-1041	1.05924311237268	Cl1
-1040	1.05394698614126	Cl1
-1039	1.04874937385206	Cl1
-1038	1.04364768742696	Cl1
-1037	1.03868291868426	Cl1
-1036	1.03380756386709	Cl1
-1035	1.02905192853565	Cl1
-1034	1.02440006678911	Cl1
-1033	1.01990899983303	Cl1
-1032	1.01551995324762	Cl1
-1031	1.01123868759393	Cl1
-1030	1.0070675404909	Cl1
-1029	1.00301177158123	Cl1
-1028	0.99907188178327	Cl1
-1027	0.995275087660712	Cl1
-1026	0.991613124060773	Cl1
-1025	0.988103690098514	Cl1
-1024	0.984716647186504	Cl1
-1023	0.981485974286189	Cl1
-1022	0.978382200701286	Cl1
-1021	0.975409166805813	Cl1
-1020	0.972601936884294	Cl1
-1019	0.969900150275503	Cl1
-1018	0.967344130906657	Cl1
-1017	0.964956002671569	Cl1
-1016	0.962717064618462	Cl1
-1015	0.960587326765739	Cl1
-1014	0.958570295541825	Cl1
-1013	0.956676156286527	Cl1
-1012	0.954922775087656	Cl1
-1011	0.95330121890132	Cl1
-1010	0.951852479545832	Cl1
-1009	0.950512272499588	Cl1
-1008	0.949349390549336	Cl1
-1007	0.948369427283351	Cl1
-1006	0.947536984471529	Cl1
-1005	0.946872349307066	Cl1
-1004	0.946371931875099	Cl1
-1003	0.946057104691932	Cl1
-1002	0.945958006344968	Cl1
-1001	0.946063783603273	Cl1
-1000	0.946300300551012	Cl1
-999	0.946682668225085	Cl1
-998	0.947256303222579	Cl1
-997	0.948076890966772	Cl1
-996	0.94910535982635	Cl1
-995	0.950408832860242	Cl1
-994	0.951929871430961	Cl1
-993	0.953737852730003	Cl1
-992	0.955803055601938	Cl1
-991	0.958142344297878	Cl1
-990	0.960760143596596	Cl1
-989	0.963618801135413	Cl1
-988	0.966720153614962	Cl1
-987	0.970055768909666	Cl1
-986	0.973630405743868	Cl1
-985	0.977451410920019	Cl1
-984	0.981507430288864	Cl1
-983	0.985781766572051	Cl1
-982	0.990179161796629	Cl1
-981	0.994793621639673	Cl1
-980	0.999597428619135	Cl1
-979	1.0046099515779	Cl1
-978	1.00975964267824	Cl1
-977	1.0150957588913	Cl1
-976	1.02061070295542	Cl1
-975	1.02629412255802	Cl1
-974	1.03209976623811	Cl1
-973	1.0380575221239	Cl1
-972	1.04410327266655	Cl1
-971	1.05022432793455	Cl1
-970	1.05648505593589	Cl1
-969	1.06288236767407	Cl1
-968	1.06936149607614	Cl1
-967	1.07589455668725	Cl1
-966	1.08247111370846	Cl1
-965	1.08908732676574	Cl1
-964	1.09566964434797	Cl1
-963	1.10228510602772	Cl1
-962	1.10889171814994	Cl1
-961	1.11548205042578	Cl1
-960	1.12207522123894	Cl1
