81d92351-c619-4585-9281-de33eaaabba4	TCGA-38-7271-01A	Primary Tumor
2e5071ce-d8cf-46e5-9cc0-91353f0d643c	TCGA-55-7914-01A	Primary Tumor
d3f1b81f-37ce-47b6-b98d-8530076007c7	TCGA-95-7043-01A	Primary Tumor
c568fdc8-6942-44ff-a9d9-3f7a03fdc62a	TCGA-73-4658-01A	Primary Tumor
dd6ec250-8d4d-4129-9664-7451c1760f4b	TCGA-86-8076-01A	Primary Tumor
9711a58c-08fc-428f-93a1-3d3db7df213e	TCGA-55-7726-01A	Primary Tumor
3c9960fd-92f3-4bab-9771-933c95edc37f	TCGA-44-6147-01A	Primary Tumor
b080156e-0711-42f5-83c7-a34de25cbba9	TCGA-50-5932-01A	Primary Tumor
c3e2e99a-537a-4263-a835-fef5ed2c3588	TCGA-44-2661-01A	Primary Tumor
cb59cd67-2756-45e1-80c7-67ad6d6823d4	TCGA-86-7954-01A	Primary Tumor
c140ee8e-c45f-47fb-b214-c3c8cdde972e	TCGA-64-5775-01A	Primary Tumor
38bc7dc7-3a4f-4fd9-ad6d-306dc8a3b7f6	TCGA-73-4662-01A	Primary Tumor
1a4c524e-8e75-436e-8ccf-cce6ae3d6eb3	TCGA-44-7671-01A	Primary Tumor
c97d6c2a-9866-4893-8cff-ee747c4a4550	TCGA-78-8660-01A	Primary Tumor
0869efb9-b167-45af-8b2c-67433e39baad	TCGA-62-A46P-01A	Primary Tumor
97541ffe-94e7-4130-9bac-65528de8d6f5	TCGA-86-7955-01A	Primary Tumor
bbb426a9-806b-4417-a3cd-4dd1b0c87792	TCGA-55-6978-11A	Solid Tissue Normal
371fd35f-eb3c-4346-8197-8ecf4c9ce220	TCGA-50-6592-01A	Primary Tumor
242a2880-95da-453f-892d-fafd49a4865e	TCGA-38-4625-01A	Primary Tumor
1d8df3eb-b059-47f7-b3fa-f4eb3f568423	TCGA-80-5611-01A	Primary Tumor
ad6ae9d2-c6f5-4686-9b3c-45ea130493f3	TCGA-55-6986-01A	Primary Tumor
04778fc1-a821-4029-a383-d88e711f3bee	TCGA-L9-A5IP-01A	Primary Tumor
09f9f414-db5b-4b54-9e8e-234bf9d7c678	TCGA-69-7764-01A	Primary Tumor
1876b908-e911-464f-be23-2b4eae0a43b6	TCGA-49-6744-01A	Primary Tumor
f93cc1fb-b3d9-4b1e-94bf-54e40b505b34	TCGA-75-5125-01A	Primary Tumor
e6e83fd4-2f80-44e1-8dce-588a37308dbb	TCGA-38-4626-11A	Solid Tissue Normal
8a884668-03c2-44bb-8ea0-5b0d0bc68aa4	TCGA-69-7763-01A	Primary Tumor
5dd8168d-fe35-4a32-8520-1deaef953b10	TCGA-86-8279-01A	Primary Tumor
d86a1079-2f10-4c42-9b6a-14498715c4ad	TCGA-93-8067-01A	Primary Tumor
8d308359-6f2a-4c2a-a2e7-b1a3b8d79de9	TCGA-55-A48Y-01A	Primary Tumor
3f474548-c7b2-4d5e-9f8d-03c800a094fe	TCGA-55-6986-11A	Solid Tissue Normal
9bdba133-a1e0-4482-add2-af6493ebdbe5	TCGA-86-8055-01A	Primary Tumor
b6d704be-2e8f-40cc-9c09-ffde6be5c814	TCGA-91-6835-11A	Solid Tissue Normal
1a06f92b-21c5-4666-b666-8b9135a4482a	TCGA-55-6982-11A	Solid Tissue Normal
023a34d9-c000-4053-b695-5b984b4a6fc1	TCGA-55-A4DF-01A	Primary Tumor
3cd897bd-893e-4497-b9a5-56141816cff4	TCGA-44-6774-01A	Primary Tumor
cb6a3198-2662-4150-bee9-51b692968209	TCGA-50-5066-01A	Primary Tumor
b0dc4a18-3099-46fc-a518-9e411c6c15f3	TCGA-05-5423-01A	Primary Tumor
d00354a6-0cdd-42c0-8d0c-1f87f4fdc843	TCGA-67-3774-01A	Primary Tumor
270a13b3-158c-4251-8c6a-5bc5275e0ebb	TCGA-97-A4M2-01A	Primary Tumor
b5b25f89-cd67-44e5-89bd-be2bc1def4d8	TCGA-95-7567-01A	Primary Tumor
cc640c34-516e-4cd8-a32c-d6f9b856696d	TCGA-49-AAR0-01A	Primary Tumor
e17426a8-cf69-4ed4-b54e-cc33cbadf095	TCGA-05-5428-01A	Primary Tumor
77819b24-ea90-427b-8a99-c9a90417c903	TCGA-44-2656-01A	Primary Tumor
9835daf0-92cc-4237-838d-b122a15aa1f1	TCGA-53-7813-01A	Primary Tumor
7a176670-7636-4329-951b-c118b816cfca	TCGA-O1-A52J-01A	Primary Tumor
58dcd45a-714f-4a22-b367-813dd41829de	TCGA-35-4122-01A	Primary Tumor
c4bcc6b0-96a1-452b-9169-b4a16bcb9403	TCGA-44-2656-01B	Primary Tumor
133bfadb-ed2e-4b10-a5bf-46d31ade6dd4	TCGA-55-8092-01A	Primary Tumor
ca8dc4e0-e8d2-4574-b3a0-74b058bd2b96	TCGA-49-6761-11A	Solid Tissue Normal
43b8c3f7-2d0b-4020-807d-b7386825ecc0	TCGA-49-4507-01A	Primary Tumor
215f38d1-a17c-4189-97f6-ae20361b0f3f	TCGA-55-7816-01A	Primary Tumor
50966d1a-3934-4fb5-9fc4-71f399cf5105	TCGA-78-7145-01A	Primary Tumor
1120d776-47df-4f72-862e-427d3c44dd43	TCGA-53-7624-01A	Primary Tumor
92b4ef29-b45a-4ec4-9251-8d6fb32cde90	TCGA-97-A4M3-01A	Primary Tumor
6d4fc521-df92-4d04-8118-d363ac31bfa8	TCGA-50-5068-01A	Primary Tumor
669ce970-42a3-4797-bf9c-0de40a021bbf	TCGA-78-7163-01A	Primary Tumor
0052ae83-7ae5-470a-a125-5cd94a9fa9e9	TCGA-35-5375-01A	Primary Tumor
ab3c7d7c-7ad0-4f26-9991-ddd288598936	TCGA-78-8648-01A	Primary Tumor
2d99f93c-797e-49a5-8892-a4e31e17b9c3	TCGA-44-6778-11A	Solid Tissue Normal
5695292b-7c39-4ee6-94e8-987f4a456635	TCGA-80-5608-01A	Primary Tumor
bbbd3cd5-cfd3-418b-ab3a-243de430a5e1	TCGA-86-8281-01A	Primary Tumor
48d5fe32-37ca-4717-af64-1343a3561849	TCGA-MP-A4T6-01A	Primary Tumor
74b6cce1-6a5b-4f86-8f41-d842106bfe8f	TCGA-55-8085-01A	Primary Tumor
cc481383-4ebf-410c-8dd7-ef0b117bd035	TCGA-62-8399-01A	Primary Tumor
f90939c7-6e24-4aa5-8c34-c1fc1b79e485	TCGA-97-A4M5-01A	Primary Tumor
7f70c9bb-a18a-45e8-8177-34145a6c0dc9	TCGA-97-7547-01A	Primary Tumor
