0052ae83-7ae5-470a-a125-5cd94a9fa9e9	3.4837
023a34d9-c000-4053-b695-5b984b4a6fc1	48.6544
030d778f-ecb4-44eb-8baa-4286e18c9fdd	30.6272
0344d3bb-8bb2-459e-bc1f-ba31c7470d08	53.0872
03680aea-84a2-4775-bb9c-24f8c5907247	45.3247
04778fc1-a821-4029-a383-d88e711f3bee	78.4310
055fcce9-7448-4a16-ad18-d235dac7ce97	79.6675
05fa4573-6ca5-40dc-a48b-ec847b7c58ad	25.0560
06a639d9-ade5-4cbb-91b0-a41449ce4f49	1.1756
06d5f913-5f62-4200-8a51-26c8fa2052b4	29.9154
0737eb23-c066-4522-8f5c-dbb4b3b516b0	28.2355
074b0792-df3c-4b59-9f50-793bc14bcb81	34.0754
0765d9e8-0fec-46bc-832a-89945435d5b1	15.4407
0766019a-c9b7-4224-973e-f1cfa16082ac	30.9378
07a53d2a-ebf6-4517-880a-064bae5ee972	57.1053
0869efb9-b167-45af-8b2c-67433e39baad	16.9626
08971a88-cb64-4030-93e5-08d77d2ed654	25.9688
08d83462-5fcb-40c6-9d44-dbc42faa4df6	7.3798
0905662e-ae14-4807-94ef-69db108fa2ee	37.3969
091d2c9e-a8cb-4212-a434-7c7d4fd75f7b	26.5893
09296d1f-9877-438d-96d8-7b4cc52940dd	67.9439
09f9f414-db5b-4b54-9e8e-234bf9d7c678	2.5198
09fb135f-1c19-45d6-ae31-a8c32a0e06bf	13.4360
0b73f593-b6e8-4897-9b9b-f09e65e436b7	67.2280
0c09a94d-8885-49fb-91c1-aa0ebf52386a	11.8442
0c212a58-9a27-4850-bb22-540502e893dc	39.4778
0d1f21df-73b3-4dd0-9ad4-fd5c7a5d2424	36.0870
0e6fc8f1-34ca-4f3b-9d71-5a867e5efb07	21.6988
0e9c2659-4131-4274-b0b4-3e191239f5f3	140.2192
0ece8b9b-d1c3-4f03-b70d-6bc06c6f52ce	5.5997
0f01f50f-495a-455d-986d-28c65e345a80	25.8146
0f37f5ba-3582-4c61-8c70-bf9b0ede6e71	30.3128
1098101e-1770-4055-ae41-d6c15e1c7b90	50.1802
1120d776-47df-4f72-862e-427d3c44dd43	59.6513
119e7a6c-7fd1-4a2d-bfdc-35cb13d39414	34.5085
12272d02-341e-43a2-aa23-7232a8dde730	3.1754
129f7ee5-6342-4a24-9317-d52462ce6a70	5.8460
12c95903-cae1-4f9f-97c7-05ab05f4fd7f	24.8986
12f5eaa4-9f64-4465-bfa6-3d9307e9f980	15.6849
133bfadb-ed2e-4b10-a5bf-46d31ade6dd4	28.2992
13f74ba9-96c5-4074-9589-3ce0e183c0e9	66.2320
140633c2-a8e9-4a2d-a044-082cd099ff98	32.3783
148c1368-6302-4daf-b389-2c92f5da0529	58.1412
14d76abd-84f2-4875-8d03-5a27b4505715	10.9632
1529d8e6-10d2-4e7c-bfb1-66820434c835	17.6520
157223aa-aab5-4522-8ff2-8104ea3561d9	17.4806
15998b11-5041-4e2d-94d9-cf714c796c13	7.4886
15a57d06-841c-473e-b89e-389f1df3504a	15.2078
169b5555-f64c-4bbd-9c07-af0c42ddb6aa	36.6240
16dc015e-0f5b-4278-a0cb-9ae30a280161	18.9214
1860869f-ecb5-43ae-9714-328ff5748c2a	31.3410
1876b908-e911-464f-be23-2b4eae0a43b6	32.4313
18be89fe-3383-45a2-9c0e-b1246e88c82d	51.6161
19bb0296-340e-4594-9a87-4134b15c7187	54.0333
1a06f92b-21c5-4666-b666-8b9135a4482a	31.5357
1a4c524e-8e75-436e-8ccf-cce6ae3d6eb3	18.5322
1ab1279d-7ccd-4450-8de8-9987bf6627dd	109.0051
1aff8a31-97b2-4bde-ac5a-f3a958bf74dc	37.0539
1bcb7da3-a08e-4f9d-a960-fe7bdfe4222c	187.3443
1c5de7db-7e05-4289-ace6-b59b6e2392e7	18.5673
1c9ada61-d900-4498-9ef1-14a91212faf6	24.1396
1d7b2b60-11d7-4803-8c7f-45fc6ce45a25	33.5559
1d8df3eb-b059-47f7-b3fa-f4eb3f568423	41.6087
1e2233cf-4391-433c-9ef0-c215056ad02e	59.6183
1f911a28-0d7a-4f57-b358-cc6277b2008b	1.8316
201c0fbc-124c-4ef0-b767-393443a47892	5.2556
20daa4af-7d88-42c8-9279-34372e687e5d	39.2137
21285d92-3596-4a82-91ae-a99e22479a3c	56.3572
215f38d1-a17c-4189-97f6-ae20361b0f3f	32.1548
218eb2f2-24b1-4e41-9071-26ed97a2edc1	57.9927
2281a9d6-bd48-418a-9ad1-04b06a251e47	15.7539
22cae278-eb88-4685-9ff7-667e53b50a34	50.9309
231aa983-3ef3-476b-bdb3-bab9d66f71e6	84.0653
239d18cb-2886-48a0-9a3d-76558819dabd	49.8604
23ab7447-ba7a-4947-bacf-2c0b209b38cf	24.3759
24079217-3899-4843-81fc-638293771d93	11.4042
242a2880-95da-453f-892d-fafd49a4865e	139.3428
249b6388-cdcd-477a-9461-cf0e41146230	32.1585
24fa0c9f-c679-486d-846a-66fbc8d30b0a	35.8919
254bed99-398d-4c34-a804-67516d257e70	87.4704
25857230-7253-4929-a790-90815194b213	28.3917
25f44be3-2e4f-4121-ac23-21bd3866dbce	76.7737
269a7c8d-f4d6-4f1a-a85b-874934f214b9	21.5534
26c96b62-02b6-4108-9a2d-bec3d880db2a	28.6861
26ea6a31-ea33-4bb9-814f-c0840dafe69e	19.2444
270a13b3-158c-4251-8c6a-5bc5275e0ebb	21.3148
27450388-ffc7-4812-b5b4-9819b0a74a0b	37.8136
27884724-a2c0-4b3e-921a-54e5f8bf1faa	54.9561
